hour	text	text_posTagged	hasMedia	hasHashtag	followers_count	sentiment	emojis	anger	anticipation	disgust	fear	joy	sadness	surprise	trust	retweet_count	favourite_count
19	nailed it this is stunning	VBD PRP DT VBZ VBG	0	0	610552	0.0	1	0	0	0	0	0	0	0	0	2	5
19	perfection	NN	0	0	610552	0.0	1	0	1	0	0	1	0	1	1	0	0
19	this is incredible you did that	DT VBZ JJ PRP VBD IN	0	0	610552	0.0	1	0	0	0	0	0	0	0	0	1	1
19	so stunning	RB JJ	0	0	610552	0.0	1	0	0	0	0	0	0	0	0	0	0
19	interesting technique you look gorgeous	NN NN PRP VBP JJ	0	0	610552	0.4574	1	0	0	0	0	1	0	0	0	0	0
19	wow love this its gon na be a stunning series	NN VB DT PRP$ NN TO VB DT JJ NN	0	0	610552	0.9039	1	0	0	0	0	1	0	0	1	1	6
19	so pretty	RB RB	0	0	610552	0.0	1	0	1	0	0	1	0	0	1	2	4
19	love everything about this	VB NN IN DT	0	0	610552	0.6369	1	0	0	0	0	1	0	0	0	2	2
19	its such a stunning shade	PRP$ PDT DT JJ NN	0	0	610552	0.3818	1	0	0	0	0	0	0	0	0	0	1
19	so cute they are feeling themselves	RB JJ PRP VBP VBG PRP	0	0	610552	0.623	1	1	1	1	1	1	1	1	1	0	1
19	speechless	NN	0	0	610552	0.4588	1	0	0	0	0	0	0	0	0	34	442
19	glow on girl	NN IN NN	0	0	610552	0.0	1	0	1	0	0	1	0	0	1	0	0
19	gorgeous	JJ	0	0	610552	0.0	1	0	0	0	0	1	0	0	0	2	6
19	dreamy	NN	0	0	610552	0.0	1	0	0	0	0	0	0	0	0	0	1
19	awesome	NN	0	0	610552	0.6588	0	0	0	0	0	0	0	0	0	0	1
19	yessss	NN	1	0	610552	0.0	0	0	0	0	0	0	0	0	0	0	1
19	so stunning	RB JJ	0	0	610552	0.0	1	0	0	0	0	0	0	0	0	0	1
19	great product shot	JJ NN NN	0	0	610552	0.6588	0	1	0	0	1	0	1	1	0	0	1
17	cute and casual in ebony saddle and grim	NN CC JJ IN JJ NN CC NN	0	1	610552	0.0258	1	1	1	1	1	0	1	0	0	9	184
16	soft brown dipbrow soft glam waterproof creme color in jet stick foundation cocktail party blush	JJ JJ NN JJ NN NN NN NN IN NN NN NN NN NN NN	0	0	610552	0.4019	0	0	0	0	0	0	0	0	0	0	1
16	ok love that	JJ NN WDT	0	0	610552	0.8481	1	0	0	0	0	1	0	0	0	0	1
16	yeah worth a try	RB IN DT NN	0	0	610552	0.5255	0	0	0	0	0	0	0	0	0	0	0
16	agreed	VBD	0	0	610552	0.3987	0	0	0	0	0	0	0	0	1	0	2
12	would you wear a vampy look to your wedding bohemian	MD PRP VB DT JJ NN TO PRP$ NN NN	0	1	610552	0.0	1	0	0	0	0	0	0	0	1	23	419
2	in dark brown and clear brow gel	IN JJ NN CC JJ NN NN	1	1	610552	0.3818	1	0	0	0	0	0	1	0	0	74	678
23	nice and bold	JJ CC JJ	0	0	610552	0.69	0	0	0	0	0	0	0	0	0	0	1
23	go bold	VB JJ	1	1	610552	0.6597	1	0	0	0	0	0	0	0	0	20	317
22	this is really stunning	DT VBZ RB JJ	0	0	610552	0.4914	0	0	0	0	0	0	0	0	0	0	0
22	our products are available on our website and at our retailers sephora ulta nordstroms macys a	PRP$ NNS VBP JJ IN PRP$ NN CC IN PRP$ NNS VBP JJ NNS VBP DT	0	0	610552	0.0	0	0	0	0	0	0	0	0	0	0	1
21	this is absolutely stunning	DT VBZ RB JJ	0	0	610552	0.0	1	0	0	0	0	0	0	0	0	0	2
21	lovely	RB	0	0	610552	0.0	1	0	1	0	0	1	1	1	1	0	0
21	gorgeous	JJ	0	0	610552	0.0	1	0	0	0	0	1	0	0	0	0	1
21	this is so cute	DT VBZ RB JJ	0	0	610552	0.0	1	0	0	0	0	0	0	0	0	0	1
20	stunning look	VBG NN	1	1	610552	0.6808	1	0	0	0	0	0	0	0	0	12	241
19	brow goals	NN NNS	0	0	610552	0.0	1	0	0	0	0	0	0	0	0	0	1
19	beautiful	NN	0	0	610552	0.0	1	0	0	0	0	1	0	0	0	1	2
19	such a gorgeous glam look thanks for the tutorial	JJ DT JJ NN NN NNS IN DT NN	0	0	610552	0.8016	1	0	0	0	0	1	0	0	0	0	1
19	love this golden look on you	VB DT JJ NN IN PRP	0	0	610552	0.6369	1	0	0	0	0	1	0	0	0	0	1
19	queen of hearts and flowers	NN IN NNS CC NNS	0	0	610552	0.0	1	0	0	0	0	0	0	0	0	0	1
19	you did a great job the first picture is stunning	PRP VBD DT JJ NN DT JJ NN VBZ VBG	0	0	610552	0.6892	1	0	0	0	0	0	0	0	0	0	1
19	cant get over how much we love this look	JJ NN IN WRB JJ PRP VBP DT NN	0	0	610552	0.6369	1	0	0	0	0	1	0	0	0	0	1
19	gorgeous the pop of blue is so fun	JJ DT NN IN NN VBZ RB JJ	0	0	610552	0.6476	1	0	1	0	0	2	1	1	0	0	1
19	love this	VB DT	0	0	610552	0.6369	1	0	0	0	0	1	0	0	0	0	1
19	gorgeous and glowy	JJ CC NN	0	0	610552	0.6124	1	0	0	0	0	1	0	0	0	0	0
19	so glad we could help resolve this	RB JJ PRP MD VB VB DT	0	0	610552	0.8221	1	0	1	0	0	1	0	0	0	0	1
19	ooh yes you are on point	JJ NNS PRP VBP IN NN	0	0	610552	0.4574	1	0	0	0	0	0	0	0	0	0	1
19	so pretty	RB RB	0	0	610552	0.5838	0	0	1	0	0	1	0	0	1	0	1
19	sooo beautiful	NN NN	0	0	610552	0.0	1	0	0	0	0	1	0	0	0	0	1
19	absolutely stunning	RB VBG	0	0	610552	0.0	1	0	0	0	0	0	0	0	0	1	4
19	the best surprise	DT JJS NN	0	0	610552	0.7644	0	0	0	0	1	1	0	1	0	0	1
19	such a stunning look	JJ DT JJ NN	0	0	610552	0.3818	1	0	0	0	0	0	0	0	0	1	5
16	romance personified in ebony waterproof crme color in jet peachy love blush trio dream and	NN VBN IN NN NN NN NN IN NN NN VBP NN NN NN CC	0	1	610552	0.8885	1	0	1	0	1	2	1	1	1	17	251
16	shes making some points	NNS VBG DT NNS	0	0	610552	0.0	0	0	0	0	0	0	0	0	0	99	837
16	shes the queen of clean beats	NNS DT NN IN JJ NNS	0	0	610552	0.4019	0	0	0	0	0	1	0	0	1	1	3
16	agreed	VBD	0	0	610552	0.3382	0	0	0	0	0	0	0	0	1	0	2
16	truly	RB	0	0	610552	0.4404	0	0	0	0	0	0	0	0	0	1	1
16	isnt it	NN PRP	0	0	610552	0.0	0	0	0	0	0	0	0	0	0	0	0
16	she really is	PRP RB VBZ	0	0	610552	0.0	0	0	0	0	0	0	0	0	0	0	2
15	it is	PRP VBZ	0	0	610552	0.0	0	0	0	0	0	0	0	0	0	0	2
15	good idea	JJ NN	0	0	610552	0.4926	0	0	1	0	0	1	0	1	1	0	2
12	all you need to be flawless and on fleek	DT PRP VBP TO VB JJ CC IN NN	1	1	610552	0.5106	0	0	0	0	0	0	0	0	0	28	367
3	so pretty	RB RB	1	1	610552	0.6674	1	0	1	0	0	1	0	0	1	88	989
22	in dark brown	IN JJ NN	1	1	610552	0.8402	1	0	0	0	0	0	1	0	0	7	212
18	only kind of smoke we want is a smoky eye in medium brown	RB NN IN NN PRP VBP VBZ DT JJ NN IN NN NN	0	1	610552	0.0772	1	0	0	0	0	1	0	0	1	12	173
13	gorgeous glam	JJ NN	1	1	610552	0.7351	1	0	0	0	0	1	0	0	0	90	1321
2	beautiful look in ebony in dark brown in love letter electra and iridescen	JJ NN IN NN IN JJ NN IN JJ NN NN CC NN	0	1	610552	0.8442	1	0	1	0	0	2	1	0	0	27	285
23	neutral tropics darkside liner tawny radiant perla	JJ NNS VBP JJR JJ NN NN	0	1	610552	0.4767	1	0	1	1	0	1	0	0	1	9	179
19	shes got blood in her eyes and her eyes for you and in ebony american doll	NNS VBD NN IN PRP$ NNS CC PRP$ NNS IN PRP CC IN JJ JJ NN	0	1	610552	0.4215	1	0	0	0	0	1	0	0	0	113	1251
15	lovely in ash brown	RB IN JJ NN	1	1	610552	0.6705	1	0	1	0	0	1	1	1	1	37	779
3	dream	NN	1	1	610552	0.5106	1	0	0	0	0	0	0	0	0	36	789
0	cool for the summer in dark brown amrezy highlighter and stripped	NN IN DT NN IN JJ JJ NN NN CC VBD	0	1	610552	0.3182	1	1	1	1	1	0	2	0	0	14	217
0	in love with this look	IN NN IN DT NN	0	0	610552	0.6369	1	0	0	0	0	1	0	0	0	1	1
0	so cute love this tutorial	RB JJ VB DT NN	0	0	610552	0.8427	1	0	0	0	0	1	0	0	0	0	0
23	so gorgeous	RB JJ	0	0	610552	0.0	1	0	0	0	0	1	0	0	0	0	0
22	lovely	RB	0	0	610552	0.0	1	0	1	0	0	1	1	1	1	1	1
22	this is incredibly pretty	DT VBZ RB RB	0	0	610552	0.0	1	0	1	0	0	1	0	0	1	0	1
22	woohoo	NN	0	0	610552	0.0	1	0	0	0	0	0	0	0	0	0	0
21	dream	NN	1	1	610552	0.25	0	0	0	0	0	0	0	0	0	37	306
21	amazing	VBG	0	0	610552	0.658	0	0	0	0	0	0	0	0	0	0	1
20	yesss	NN	0	0	610552	0.0	0	0	0	0	0	0	0	0	0	0	2
20	such a lovely glam	JJ DT JJ NN	0	0	610552	0.5859	1	0	1	0	0	1	1	1	1	1	0
20	beautiful you have the most gorgeous eye shape	NN PRP VBP DT RBS JJ NN NN	0	0	610552	0.8585	1	0	0	0	0	2	0	0	0	0	1
20	so happy to hear that youre so talented keep it up	RB JJ TO VB IN NN RB JJ NN PRP RP	0	0	610552	0.86	1	0	1	0	0	1	0	0	1	0	2
20	it looks gorgeous on you	PRP VBZ JJ IN PRP	0	0	610552	0.6124	1	0	0	0	0	1	0	0	0	0	1
20	what a cute idea	WP DT NN NN	0	0	610552	0.5093	0	0	0	0	0	0	0	0	0	0	1
20	yay welcome to the	NN NN TO DT	0	1	610552	0.7712	0	0	0	0	0	0	0	0	0	0	0
20	lovely	RB	0	0	610552	0.0	1	0	1	0	0	1	1	1	1	0	1
20	yay hope you love it	NN NN PRP VBP PRP	0	0	610552	0.8955	1	0	1	0	0	2	0	1	1	0	0
20	pretty in pink	RB IN NN	0	0	610552	0.4939	1	0	1	0	0	1	0	0	1	0	1
20	gorgeous	JJ	0	0	610552	0.0	1	0	0	0	0	1	0	0	0	0	1
20	jaw dropping	NN VBG	0	0	610552	0.0	1	0	0	0	0	0	0	0	0	0	1
20	so beautiful you always amaze us	RB JJ PRP RB VBP PRP	0	0	610552	0.8395	1	0	0	0	0	1	0	1	0	0	3
20	this is soooo cute	DT VBZ JJ NN	0	0	610552	0.0	1	0	0	0	0	0	0	0	0	1	1
19	this is such a gorgeous look	DT VBZ JJ DT JJ NN	0	0	610552	0.6124	1	0	0	0	0	1	0	0	0	1	2
19	ooh great collection	RB JJ NN	0	0	610552	0.6588	0	0	0	0	0	0	0	0	0	0	3
19	great job	JJ NN	0	0	610552	0.6249	1	0	0	0	0	0	0	0	0	0	1
19	right so are we	NN RB VBP PRP	0	0	610552	0.0	1	0	0	0	0	0	0	0	0	0	0
19	truly	RB	0	0	610552	0.4404	0	0	0	0	0	0	0	0	0	0	3
18	rainbow brite realness in ebony and sugar	NN NN NN IN NN CC NN	0	1	610552	0.0	1	0	0	0	0	0	0	0	0	54	627
15	fairy princess vibes in soft brown and dream	NN NN NNS IN JJ NN CC NN	0	1	610552	0.4939	1	0	0	0	0	0	0	0	0	100	1266
12	a dream is a wish your heart makes dream	DT NN VBZ DT JJ PRP$ NN VBZ NN	1	1	610552	0.8543	1	0	0	0	0	0	0	0	0	8	264
1	such a cute look in medium brown radiant and sugar	JJ DT JJ NN IN NN NN NN CC NN	0	1	610552	0.8074	1	0	0	0	0	1	0	0	0	13	277
0	an angel	DT NN	0	0	610552	0.0	1	0	1	0	0	1	0	1	1	1	14
0	so incredibly beautiful	RB RB JJ	0	0	610552	0.0	1	0	0	0	0	1	0	0	0	2	3
0	rio looks so cute on you	NN VBZ RB JJ IN PRP	0	0	610552	0.6987	1	0	0	0	0	0	0	0	0	1	2
0	beautiful pictorial	JJ NN	0	0	610552	0.636	0	0	0	0	0	1	0	0	0	0	2
0	so soft and pretty	RB JJ CC JJ	0	0	610552	0.0	1	0	1	0	0	1	0	0	1	0	1
23	whoo happy early birthday	NN JJ JJ NN	0	0	610552	0.6114	0	0	2	0	0	2	0	1	1	0	2
22	always a good look in ebony and amrezy highlighter	RB DT JJ NN IN NN CC NN NN	0	1	610552	0.4404	1	0	1	0	0	1	0	1	1	17	325
20	a relentless and talented queen	DT NN CC VBD NN	0	0	610552	0.5423	1	0	0	0	0	0	0	0	0	0	6
19	lovedream and	NN CC	1	1	610552	0.0	1	0	0	0	0	0	0	0	0	43	594
18	ok obsessed	NNS VBD	0	0	610552	0.296	1	0	0	0	0	0	0	0	0	0	3
17	did we change your life	VBD PRP VB PRP$ NN	0	0	610552	0.0	0	0	0	0	1	0	0	0	0	0	1
17	that cut	DT VBD	1	0	610552	0.0	1	0	0	0	0	0	0	0	0	2	18
17	we appreciate everything you do and well pass along your thanks	PRP VBP NN PRP VBP CC RB VB IN PRP$ NNS	0	0	610552	0.508	1	0	0	0	0	0	0	0	0	0	1
17	you really rock every lip combination	PRP RB VB DT NN NN	0	0	610552	0.0	1	0	0	0	0	0	0	0	0	0	1
17	ok this is so beautiful	NN DT VBZ RB JJ	0	0	610552	0.296	1	0	0	0	0	1	0	0	0	1	1
17	soooo gorgeous	RB JJ	0	0	610552	0.0	1	0	0	0	0	1	0	0	0	0	1
17	yesss	NN	0	0	610552	0.0	1	0	0	0	0	0	0	0	0	1	1
17	honey honey	NN NN	0	0	610552	0.0	0	0	0	0	0	0	0	0	0	130	1423
17	woohoo	NN	0	0	610552	0.0	1	0	0	0	0	0	0	0	0	0	1
17	getting some medusa vibes and totally here for it	VBG DT NN NNS CC RB RB IN PRP	0	0	610552	0.0	1	0	0	0	0	0	0	0	0	0	1
17	you did a great job	PRP VBD DT JJ NN	0	0	610552	0.6892	0	0	0	0	0	0	0	0	0	1	1
17	classic beauty	JJ NN	0	0	610552	0.0	1	0	0	0	0	1	0	0	0	0	1
17	love this	VB DT	0	0	610552	0.6369	1	0	0	0	0	1	0	0	0	1	4
17	so pretty	RB RB	0	0	610552	0.0	1	0	1	0	0	1	0	0	1	0	2
17	pretty swatches love your nails	RB NNS VB PRP$ NNS	0	0	610552	0.8268	1	0	1	0	0	2	0	0	1	0	1
17	gorgeous	JJ	0	0	610552	0.0	1	0	0	0	0	1	0	0	0	1	1
17	lovely	RB	0	0	610552	0.0	1	0	1	0	0	1	1	1	1	0	0
17	love everything about this	VB NN IN DT	0	0	610552	0.6369	1	0	0	0	0	1	0	0	0	0	1
17	loooove this eye look	VB DT NN NN	0	0	610552	0.0	1	0	0	0	0	0	0	0	0	1	3
17	you look so beautiful	PRP VBP RB JJ	0	0	610552	0.0	1	0	0	0	0	1	0	0	0	1	1
17	ooh this is so pretty	NN DT VBZ RB RB	0	0	610552	0.0	1	0	1	0	0	1	0	0	1	0	2
17	so do we gorgeous	RB VBP PRP JJ	0	0	610552	0.0	1	0	0	0	0	1	0	0	0	1	2
16	rt the evolution of my eyebrows has been a remarkable one id like to thank the academy my mom and dad rip dad	VB DT NN IN PRP$ NNS VBZ VBN DT JJ NN NNS IN TO VB DT NN PRP$ NN CC NN NN NN	0	0	610552	0.8225	0	0	0	0	0	1	0	1	1	26	0
15	summer to do list get this organized	NN TO VB VB VB DT VBN	1	1	610552	0.4588	1	0	0	0	0	0	0	0	0	11	280
13	which side of the do you use for your everyday brow look	WDT NN IN DT NN PRP VB IN PRP$ JJ NN NN	1	1	610552	0.0	0	0	0	0	0	0	0	0	0	10	194
3	and glowy all over sunshine from dream	CC VB DT IN NN IN NN	1	1	610552	0.25	1	0	0	0	0	1	0	0	0	2	102
23	shinin shimmerin splendid dream	NN NN VBD NN	1	1	610552	0.7964	1	0	0	0	0	1	0	1	0	21	300
20	beautiful look in ebony and rosewood	JJ NN IN NN CC NN	0	1	610552	0.5994	1	0	0	0	0	1	0	0	0	15	284
19	loooove this glam	VB DT NN	0	0	610552	0.0	1	0	0	0	0	0	0	0	0	1	5
19	it looks so cute on you	PRP VBZ RB JJ IN PRP	0	0	610552	0.5949	1	0	0	0	0	0	0	0	0	0	2
19	and your talent	CC PRP$ NN	0	0	610552	0.0	1	0	0	0	0	0	0	0	0	1	2
19	definitely our	RB PRP$	0	1	610552	0.4019	1	0	0	0	0	0	0	0	0	80	1061
19	gorgeous	JJ	0	0	610552	0.0	1	0	0	0	0	1	0	0	0	0	1
19	wow this is stunning	NN DT VBZ VBG	0	0	610552	0.5859	1	0	0	0	0	0	0	0	0	1	2
19	lovely	RB	0	0	610552	0.0	1	0	1	0	0	1	1	1	1	0	1
19	ooh so excited to see what you create	NNS RB JJ TO VB WP PRP VBP	0	0	610552	0.4005	1	0	1	0	0	2	0	1	1	0	0
19	congratulations	NNS	0	0	610552	0.636	0	0	0	0	0	0	0	0	0	0	1
19	absolutely stunning	RB VBG	0	0	610552	0.0	1	0	0	0	0	0	0	0	0	0	0
19	glow queen sugar	NN NN NN	0	1	610552	0.0	1	0	1	0	0	1	0	0	1	17	214
19	so pretty	RB RB	0	0	610552	0.0	1	0	1	0	0	1	0	0	1	0	5
19	kind of obsessed with this	NN IN VBN IN DT	0	0	610552	-0.1779	1	0	0	0	0	1	0	0	1	0	2
18	ooh love both eye looks	NN VB DT NN VBZ	0	0	610552	0.6696	0	0	0	0	0	1	0	0	0	2	9
18	ahh this is so cute	NN DT VBZ RB JJ	0	0	610552	0.632	0	0	0	0	0	0	0	0	0	1	3
18	so beautiful	RB JJ	0	0	610552	0.0	1	0	0	0	0	1	0	0	0	2	1
18	gorgeous	JJ	0	0	610552	0.0	1	0	0	0	0	1	0	0	0	2	2
18	wow this is lovely	NN DT VBZ RB	0	0	610552	0.5859	1	0	1	0	0	1	1	1	1	0	1
18	we helped but youdid that	PRP VBD CC VBD IN	0	0	610552	0.0	1	0	0	0	0	0	0	0	0	0	2
18	ooh a must watch	IN DT MD VB	0	0	610552	0.0	0	0	1	0	1	0	0	0	0	0	1
18	cant wait to see more of your looks	JJ NN TO VB JJR IN PRP$ NNS	0	0	610552	0.0	0	0	1	0	0	0	0	0	0	0	2
18	sometimes you have to	RB PRP VBP TO	1	0	610552	0.0	0	0	0	0	0	0	0	0	0	0	1
18	this is so beautiful	DT VBZ RB JJ	0	0	610552	0.0	1	0	0	0	0	1	0	0	0	0	0
18	feelin so gifted	NNS RB VBD	0	0	610552	0.0	1	0	0	0	0	0	0	0	0	0	8
16	perfect time to go bold	JJ NN TO VB JJ	0	0	610552	0.7644	0	0	2	0	0	1	0	0	1	0	1
16	ooh now theres an idea	RB RB VBZ DT NN	0	0	610552	0.0	0	0	0	0	0	0	0	0	0	0	0
16	she is absolutely amazing we love her	PRP VBZ RB JJ PRP VBP PRP$	0	0	610552	0.8868	0	0	0	0	0	1	0	0	0	0	0
16	yesss	NN	1	0	610552	0.0	0	0	0	0	0	0	0	0	0	1	1
16	ooh	NN	0	0	610552	0.0	1	0	0	0	0	0	0	0	0	0	1
16	such a look	JJ DT NN	0	0	610552	0.0	0	0	0	0	0	0	0	0	0	0	0
16	love editorial looks	VB NN NNS	0	0	610552	0.6369	1	0	0	0	0	1	0	0	0	0	0
16	right the artistry involved in them are stunning	NN DT NN VBN IN PRP VBP VBG	0	0	610552	0.4389	0	0	0	0	0	0	0	0	0	0	1
16	everything about it	NN IN PRP	0	0	610552	0.0	1	0	0	0	0	0	0	0	0	0	1
13	all you need for a stunning look dream	DT PRP VBP IN DT JJ NN NN	0	1	610552	0.7506	1	0	0	0	0	0	0	0	0	53	561
0	mixing crush and strawberry	VBG NN CC NN	1	1	610552	-0.1531	1	0	0	0	0	0	0	0	0	258	2091
23	thats the move	NNS DT NN	0	0	610552	0.0	0	0	0	0	0	0	0	0	0	0	1
22	an inspiration to us all	DT NN TO PRP DT	0	0	610552	0.5707	0	0	1	0	0	1	0	0	0	2	7
21	beautiful	NN	0	0	610552	0.0	1	0	0	0	0	1	0	0	0	0	1
21	so cool	RB JJ	0	0	610552	0.4376	0	0	0	0	0	0	0	0	0	0	1
20	so gorgeous	RB JJ	0	0	610552	0.0	1	0	0	0	0	1	0	0	0	0	1
20	right	NN	0	0	610552	0.0	1	0	0	0	0	0	0	0	0	0	1
20	the stand out tour	DT NN RP NN	1	0	610552	0.0	1	0	0	0	0	0	0	0	0	0	5
20	so pretty	RB RB	0	0	610552	0.0	1	0	1	0	0	1	0	0	1	1	4
20	yesss	NN	0	0	610552	0.0	1	0	0	0	0	0	0	0	0	0	1
20	stand out in dark brown mahogany and sun dipped	VB RP IN JJ JJ NN CC NN VBD	0	1	610552	0.0	1	0	1	0	0	1	1	1	1	7	145
19	stunning	VBG	0	0	610552	0.0	1	0	0	0	0	0	0	0	0	1	1
19	ooh gorgeous	RB JJ	0	0	610552	0.0	1	0	0	0	0	1	0	0	0	0	1
19	ooh it looks so gorgeous on you	IN PRP VBZ RB JJ IN PRP	0	0	610552	0.7283	1	0	0	0	0	1	0	0	0	1	1
18	ooh so fun	NNS RB RB	0	0	610552	0.5974	0	0	1	0	0	1	0	0	0	0	1
18	so pretty	RB RB	0	0	610552	0.0	1	0	1	0	0	1	0	0	1	0	1
18	gorgeous	JJ	0	0	610552	0.0	1	0	0	0	0	1	0	0	0	0	0
18	ooh this is stunning	NN DT VBZ VBG	0	0	610552	0.0	1	0	0	0	0	0	0	0	0	0	3
18	so pretty	RB RB	0	0	610552	0.0	1	0	1	0	0	1	0	0	1	0	1
18	this is so beautiful	DT VBZ RB JJ	0	0	610552	0.0	1	0	0	0	0	1	0	0	0	1	1
18	lovely	RB	0	0	610552	0.0	1	0	1	0	0	1	1	1	1	0	1
18	please email info for further assistance sorry for the inconvenience	VB JJ NN IN JJ NN NN IN DT NN	0	0	610552	-0.128	0	0	0	0	0	0	0	0	0	0	0
18	gorgeous look	JJ NN	0	0	610552	0.6124	1	0	0	0	0	1	0	0	0	1	3
18	you glow girl	PRP VBP NNS	0	0	610552	0.0	1	0	1	0	0	1	0	0	1	0	1
18	beautiful	NN	0	0	610552	0.0	1	0	0	0	0	1	0	0	0	1	2
18	so soft and pretty	RB JJ CC JJ	0	0	610552	0.0	1	0	1	0	0	1	0	0	1	0	0
18	this liner	DT NN	0	0	610552	0.0	1	0	0	0	0	0	0	0	0	0	1
18	so stunning	RB JJ	0	0	610552	0.0	1	0	0	0	0	0	0	0	0	0	0
18	its a lovely combo dont blame you you look gorgeous	PRP$ DT JJ JJ NN NN PRP PRP VBP JJ	0	0	610552	0.7293	1	1	1	1	0	2	1	1	1	0	1
18	youre so sweet	NN RB JJ	0	0	610552	0.0	1	0	1	0	0	1	0	1	1	1	2
16	goals in ebony	NNS IN NN	1	1	610552	0.0	1	0	0	0	0	0	0	0	0	42	391
15	all true	DT JJ	0	0	610552	0.0	1	0	0	0	0	1	0	0	1	0	1
15	seriously	RB	0	0	610552	-0.2481	0	0	0	0	0	0	0	0	0	0	1
13	summer nights dream nude	NN NNS NN NN	1	1	610552	0.0	1	0	0	0	0	0	0	0	0	38	553
9	keep it compact	VB PRP JJ	1	1	610552	0.4215	1	0	0	0	0	0	0	0	1	14	298
0	and it was all yellow phresh from the artist palette and	CC PRP VBD DT JJ NN IN DT NN NN CC	0	1	610552	0.0	1	0	0	0	0	0	0	0	0	30	481
0	major heart eyes	JJ NN NNS	0	0	610552	0.0	1	0	0	0	0	0	0	0	0	0	1
0	the last two shots	DT JJ CD NNS	0	0	610552	0.0	1	0	0	0	0	0	0	0	0	1	4
0	we just had to share	PRP RB VBD TO NN	0	0	610552	0.3595	1	0	1	0	0	1	0	0	1	0	0
0	absolutely stunning	RB VBG	0	0	610552	0.4914	0	0	0	0	0	0	0	0	0	716	5516
21	such a stunner	JJ DT NN	0	0	610552	0.0	1	0	0	0	0	0	0	0	0	2	2
21	gorgeous	JJ	0	0	610552	0.0	1	0	0	0	0	1	0	0	0	0	1
21	oooh love this	RB VB DT	0	0	610552	0.6369	1	0	0	0	0	1	0	0	0	0	2
21	love this tutorial rich amber amrezy highlighter and bittersweet	VB DT JJ JJ NN NN NN CC NN	0	1	610552	0.8176	1	0	0	0	0	1	0	0	0	25	262
20	cute and also stunning were obsessed	NN CC RB VBG VBD VBN	0	0	610552	0.7088	1	0	0	0	0	0	0	0	0	0	2
20	yessss	NN	0	0	610552	0.0	1	0	0	0	0	0	0	0	0	1	1
20	90s dreams are coming true	CD NNS VBP VBG JJ	0	0	610552	0.4019	1	0	1	0	0	1	0	0	1	0	3
20	stunning	VBG	0	0	610552	0.0	1	0	0	0	0	0	0	0	0	0	1
20	so beautiful	RB JJ	0	0	610552	0.0	1	0	0	0	0	1	0	0	0	0	1
20	yay youre going to love it	NN NN VBG TO VB PRP	0	0	610552	0.8475	1	0	0	0	0	1	0	0	0	0	1
20	youre a delight to watch this look was so pretty	NN DT NN TO VB DT NN VBD RB RB	0	0	610552	0.636	1	0	3	0	1	2	0	0	1	1	1
19	thank you for serving us	NN PRP IN VBG PRP	0	0	610552	0.3612	1	0	0	0	0	0	0	0	0	1	2
19	you glow girl	PRP VBP NNS	0	0	610552	0.0	1	0	1	0	0	1	0	0	1	0	1
19	so cute	RB JJ	0	0	610552	0.5551	0	0	0	0	0	0	0	0	0	0	1
19	hello flawless	NN NN	0	0	610552	0.0	1	0	0	0	0	0	0	0	0	0	1
19	gorgeous casual glam look	JJ JJ NN NN	0	0	610552	0.7003	1	0	0	0	0	1	0	0	0	0	0
19	this is so gorgeous you did a great job	DT VBZ RB JJ PRP VBD DT JJ NN	0	0	610552	0.8887	1	0	0	0	0	1	0	0	0	0	3
19	got ta save the talent	VBD NNS VB DT NN	0	0	610552	0.4939	1	0	0	0	0	1	0	0	1	1	10
19	beautiful bronzey glam really brings out your eyes	NN NN NN RB VBZ RP PRP$ NNS	0	0	610552	0.636	1	0	0	0	0	1	0	0	0	0	0
19	ooh so pretty	NNS RB RB	0	0	610552	0.0	1	0	1	0	0	1	0	0	1	0	1
19	such a pretty glam	JJ DT JJ NN	0	0	610552	0.4939	1	0	1	0	0	1	0	0	1	0	1
19	oh no thanks for bringing this to our attention	UH DT NNS IN VBG DT TO PRP$ NN	0	0	610552	0.2481	0	0	0	0	0	0	0	0	0	0	0
19	just another gorgeous look nbd	RB DT JJ NN NN	0	0	610552	0.6124	1	0	0	0	0	1	0	0	0	1	3
19	so gorgeous	RB JJ	0	0	610552	0.0	1	0	0	0	0	1	0	0	0	0	0
19	beautiful	NN	0	0	610552	0.0	1	0	0	0	0	1	0	0	0	0	1
19	quick youve got stunning talent	NN NN VBD JJ NN	0	0	610552	0.4389	1	0	0	0	0	0	0	0	0	0	1
19	very true dont let it get you down though youre incredibly talented	RB JJ JJ VB PRP VB PRP RP IN NN RB VBD	0	0	610552	0.5244	1	0	0	0	0	1	0	0	1	0	3
19	your dad is so sweet such touching support	PRP$ NN VBZ RB JJ JJ VBG NN	0	0	610552	0.632	1	0	1	0	0	1	0	1	1	0	2
19	absolutely amazing	RB VBG	0	0	610552	0.0	1	0	0	0	0	0	0	0	0	1	3
18	she looks amazing great job	PRP VBZ JJ JJ NN	0	0	610552	0.8478	1	0	0	0	0	0	0	0	0	0	1
18	talk about stunning	NN IN NN	0	0	610552	0.0	1	0	0	0	0	0	0	0	0	0	4
18	so beautiful	RB JJ	0	0	610552	0.0	1	0	0	0	0	1	0	0	0	1	1
17	turn up your look	VB RP PRP$ NN	1	1	610552	0.0	1	0	0	0	0	0	0	0	0	18	334
16	she sure does	PRP RB VBZ	0	0	610552	0.3182	1	0	0	0	0	0	0	0	0	2	2
